Id,Sales
847,4842.8774
848,4339.805
849,5028.492
850,6138.678
851,4711.1396
852,5153.4546
853,10374.036
854,6660.7964
855,19152.703
856,5751.7397
857,4252.0728
858,6731.517
859,8596.681
860,5170.912
861,6467.701
862,5181.471
863,7666.5605
864,7227.5767
865,4817.6997
866,5519.365
867,6047.144
868,7806.785
869,6393.0464
870,7811.4727
871,5133.1685
872,4460.731
873,5082.403
874,9239.002
875,11098.011
876,9120.597
877,6972.881
878,4924.6997
879,5371.076
880,4220.4546
881,7583.907
882,9409.707
883,8696.857
884,5458.118
885,4586.9023
886,4547.4517
887,4853.036
888,9757.444
889,6916.4805
890,4688.3677
891,4965.9556
892,7023.557
893,3847.3953
894,7015.591
895,3706.373
896,5964.9077
897,6974.2354
898,5130.621
899,6450.175
900,6347.102
901,4059.789
902,6512.235
903,6296.808
904,9899.43
905,5646.733
906,7639.553
907,6831.587
908,9180.54
909,6258.534
910,8866.149
911,4645.767
912,4393.8237
913,5884.648
914,5353.799
915,8666.466
916,7279.6343
917,5408.655
918,7120.6616
919,6320.5244
920,8996.6045
921,3741.0369
922,12511.778
923,4360.2754
924,5693.4497
925,8120.1694
926,5429.474
927,5338.956
928,5694.407
929,6767.7104
930,4499.1304
931,4720.032
932,7186.3823
933,7095.0645
934,6878.3047
935,4083.8743
936,6738.8994
937,9911.176
938,6254.4126
939,4405.4565
940,6242.5854
941,5698.7007
942,6589.68
943,6353.2964
944,3537.1387
945,7491.478
946,5803.5996
947,6875.685
948,6589.2935
949,4186.537
950,6266.8716
951,4848.749
952,6921.472
953,8772.384
954,4934.6567
955,4669.6006
956,5824.8267
957,5617.521
958,5391.8735
959,7682.7495
960,6406.899
961,7250.247
962,5458.2197
963,4204.5723
964,5699.1797
965,7037.733
966,7853.1367
967,7181.42
968,7383.3955
969,5619.4473
970,7736.5986
971,5315.2783
972,7688.816
973,8427.494
974,6186.786
975,9522.093
976,7558.6685
977,7424.987
978,5437.283
979,6649.256
980,7303.704
981,6360.224
982,3989.9905
983,5004.079
984,7156.599
985,6867.652
986,4679.852
987,8673.459
988,6465.188
989,5534.8022
990,5463.9126
991,5310.1226
992,7010.9214
993,6611.752
994,6524.431
995,4409.626
996,4422.0103
997,6320.55
998,3528.7031
999,6002.196
1000,4625.107
1001,8143.7646
1002,6780.63
1003,6210.7437
1004,8253.614
1005,4863.51
1006,4407.433
1007,9760.302
1008,6471.1235
1009,7822.6772
1010,7270.778
1011,4685.921
1012,5526.986
1013,5209.2944
1014,7125.2197
1015,10978.256
1016,5704.7583
1017,2919.0564
1018,4268.325
1019,7966.8916
1020,8788.949
1021,5832.257
1022,6887.0605
1023,4269.097
1024,4849.511
1025,2735.5515
1026,4494.2803
1027,5475.573
1028,6143.0425
1029,6934.8125
1030,5770.8247
1031,7261.5264
1032,8262.868
1033,7190.159
1034,4198.077
1035,8940.365
1036,10523.962
1037,6150.8223
1038,7347.2153
1039,4648.1226
1040,6195.1245
1041,3793.3567
1042,7152.0923
1043,4994.0215
1044,8230.209
1045,6729.3525
1046,7962.0117
1047,8158.382
1048,5015.7725
1049,8183.0127
1050,18094.76
1051,10023.627
1052,5720.5303
1053,2652.5986
1054,5759.44
1055,9244.467
1056,5378.016
1057,10815.179
1058,18208.13
1059,2743.6187
1060,4881.032
1061,8212.831
1062,4669.597
1063,9462.296
1064,6316.488
1065,6988.451
1066,3209.363
1067,7039.092
1068,5830.428
1069,7054.332
1070,8412.058
1071,5425.2197
1072,5593.0137
1073,6698.8164
1074,4794.4927
1075,4434.05
1076,7620.472
1077,5134.924
1078,6056.5234
1079,7063.075
1080,5585.974
1081,4689.529
1082,7180.2754
1083,6902.4194
1084,8006.189
1085,5916.6924
1086,6328.352
1087,5186.624
1088,3219.4873
1089,6025.309
1090,6806.9585
1091,4543.48
1092,4233.3984
1093,9049.326
1094,6612.209
1095,8839.893
1096,6318.578
1097,5205.119
1098,5194.159
1099,4121.2
1100,9403.334
1101,4540.251
1102,7562.161
1103,14136.716
1104,6934.9033
1105,6406.551
1106,4441.098
1107,4343.048
1108,6939.9795
1109,3573.5498
1110,6327.7036
1111,9272.296
1112,5033.7144
1113,14248.85
1114,13530.077
1115,4362.262
1116,7017.2876
1117,4768.179
1118,6331.538
1119,5158.644
1120,10258.1455
1121,7001.3584
1122,8505.13
1123,4376.4517
1124,6612.2217
1125,4058.7217
1126,8455.451
1127,6696.079
1128,5892.348
1129,6172.997
1130,4862.569
1131,7725.345
1132,8999.212
1133,5450.637
1134,9701.2295
1135,6250.964
1136,9248.709
1137,4110.0015
1138,4866.6006
1139,4812.2397
1140,9047.762
1141,6155.3384
1142,7266.9277
1143,6844.9917
1144,8449.814
1145,3900.2075
1146,7299.3125
1147,5950.809
1148,3809.7356
1149,14446.644
1150,17358.82
1151,6741.9844
1152,7556.471
1153,9015.051
1154,9698.97
1155,9791.502
1156,5912.0015
1157,7604.9707
1158,5631.8623
1159,7647.1777
1160,4056.6616
1161,5420.2803
1162,5000.397
1163,5575.059
1164,7470.6235
1165,4639.359
1166,4272.1475
1167,5676.3096
1168,3364.9844
1169,4398.0957
1170,5005.25
1171,6144.236
1172,8440.022
1173,8370.77
1174,7196.2744
1175,5859.086
1176,5745.0786
1177,10719.066
1178,8028.607
1179,5394.6265
1180,4071.0552
1181,8725.042
1182,4055.332
1183,6480.203
1184,3612.549
1185,5004.1665
1186,7401.932
1187,5445.3374
1188,4941.1406
1189,8051.3555
1190,9006.468
1191,10501.088
1192,5587.5244
1193,8871.918
1194,3637.329
1195,4840.5254
1196,5820.3745
1197,3835.7593
1198,7575.938
1199,5194.7773
1200,5060.337
1201,8639.505
1202,10627.235
1203,8372.921
1204,5054.1206
1205,4988.8794
1206,7783.6577
1207,6352.385
1208,5907.1143
1209,4190.1294
1210,6774.767
1211,8987.809
1212,4153.2
1213,6212.148
1214,7107.607
1215,7879.569
1216,12914.447
1217,5657.1216
1218,11912.887
1219,6498.152
1220,4622.7344
1221,3687.9343
1222,6321.1504
1223,5297.377
1224,4688.1973
1225,7030.7935
1226,4188.0293
1227,4133.2075
1228,6654.526
1229,3543.9937
1230,7733.257
1231,6230.6665
1232,7417.272
1233,7332.1294
1234,4794.463
1235,8683.569
1236,6265.6074
1237,4784.593
1238,4817.1353
1239,5122.294
1240,10433.801
1241,6475.468
1242,4308.7656
1243,7406.5693
1244,7765.707
1245,6504.788
1246,5973.2847
1247,8305.353
1248,5173.109
1249,5014.478
1250,5360.718
1251,8327.181
1252,5814.397
1253,6136.482
1254,5414.2236
1255,4593.0435
1256,3786.9424
1257,4978.6133
1258,8052.7593
1259,7710.3867
1260,10128.566
1261,10256.477
1262,7264.667
1263,4013.7898
1264,4387.561
1265,10317.834
1266,9392.615
1267,7148.155
1268,8253.248
1269,8893.338
1270,5073.769
1271,4065.7124
1272,9911.584
1273,5149.2144
1274,6161.904
1275,5957.0107
1276,2232.444
1277,11072.141
1278,5196.973
1279,4649.212
1280,4306.815
1281,4917.539
1282,6446.7314
1283,8309.25
1284,6494.7153
1285,4210.192
1286,4253.4863
1287,4119.0996
1288,3405.2415
1289,6604.521
1290,17585.832
1291,5193.032
1292,5109.7935
1293,6456.0605
1294,4366.119
1295,4897.491
1296,4129.7534
1297,4237.948
1298,7046.589
1299,6434.1997
1300,3971.611
1301,8533.545
1302,5816.0244
1303,4874.9707
1304,7686.2886
1305,7439.792
1306,9562.901
1307,5197.5356
1308,6885.694
1309,4273.198
1310,5310.2134
1311,14612.8955
1312,8750.969
1313,5774.5234
1314,4427.1807
1315,4272.103
1316,5537.1147
1317,4405.149
1318,8940.406
1319,4924.5317
1320,5395.1084
1321,6616.688
1322,4375.4453
1323,6227.5483
1324,6616.8105
1325,7271.0205
1326,6713.9688
1327,4020.8235
1328,5431.0615
1329,6372.624
1330,9081.381
1331,8290.513
1332,6395.9395
1333,4370.143
1334,6878.4385
1335,5576.8096
1336,4214.376
1337,7321.8447
1338,6897.7827
1339,6470.687
1340,5130.4404
1341,6077.198
1342,7036.8105
1343,4877.0146
1344,6339.9697
1345,6253.3525
1346,5675.277
1347,8271.51
1348,5451.556
1349,4559.779
1350,10674.336
1351,5482.8384
1352,3352.8218
1353,7884.7627
1354,8618.968
1355,10266.055
1356,4897.9995
1357,5376.975
1358,5535.2773
1359,7585.0234
1360,5631.6216
1361,7630.245
1362,3302.4683
1363,5706.414
1364,5726.611
1365,5302.1763
1366,4315.5615
1367,6690.8013
1368,8369.528
1369,4331.8037
1370,8029.6787
1371,6787.363
1372,8809.886
1373,3872.5586
1374,6046.676
1375,5738.243
1376,6744.567
1377,8379.54
1378,4332.816
1379,6506.9795
1380,7159.887
1381,7063.516
1382,4187.86
1383,3656.9429
1384,6797.878
1385,6688.727
1386,7882.5127
1387,6968.8076
1388,5416.8604
1389,8117.955
1390,7026.633
1391,6769.978
1392,7659.1567
1393,5118.0864
1394,7467.9463
1395,9696.981
1396,7727.88
1397,4225.7944
1398,5108.7017
1399,3795.9456
1400,0.0
1401,8173.762
1402,5265.1914
1403,8575.346
1404,3880.724
1405,6700.6816
1406,6274.5522
1407,10343.679
1408,4053.0842
1409,5102.557
1410,5396.0464
1411,7540.286
1412,4660.5947
1413,6895.1846
1414,6966.188
1415,9397.599
1416,6135.002
1417,6547.427
1418,5367.385
1419,4403.4727
1420,4457.1543
1421,10094.098
1422,9101.128
1423,5773.9585
1424,13899.727
1425,5861.024
1426,4690.112
1427,6067.4277
1428,8135.307
1429,8952.21
1430,6358.092
1431,7086.8804
1432,7549.825
1433,6802.309
1434,5655.6177
1435,5369.6016
1436,5285.6245
1437,4495.0415
1438,3591.7454
1439,4904.6177
1440,8644.278
1441,14811.038
1442,6009.7817
1443,4408.8687
1444,6915.588
1445,3362.2393
1446,5822.634
1447,3118.1033
1448,8328.245
1449,5734.354
1450,5822.1387
1451,12557.553
1452,9927.833
1453,6387.9004
1454,6242.0503
1455,3453.907
1456,5254.038
1457,5179.0933
1458,8090.704
1459,4656.118
1460,3574.993
1461,5540.5635
1462,5123.4126
1463,7710.083
1464,5948.057
1465,2814.779
1466,6707.189
1467,7242.176
1468,7304.614
1469,4567.872
1470,4187.9976
1471,7286.9517
1472,3594.3103
1473,9361.111
1474,4889.186
1475,4434.515
1476,6447.0703
1477,5483.108
1478,4330.05
1479,5829.242
1480,6688.641
1481,8879.989
1482,9397.063
1483,5310.7446
1484,3709.9126
1485,5306.824
1486,8230.119
1487,4632.039
1488,6128.2104
1489,5853.7173
1490,10936.797
1491,7406.908
1492,5525.12
1493,6636.926
1494,3946.496
1495,8486.153
1496,5288.031
1497,11844.967
1498,5968.371
1499,5169.981
1500,4856.4067
1501,3835.421
1502,7154.794
1503,16726.64
1504,4301.833
1505,4157.9385
1506,9297.793
1507,6396.96
1508,6157.461
1509,7800.221
1510,5898.4893
1511,4986.1035
1512,4348.9165
1513,9618.21
1514,5660.388
1515,6749.757
1516,6480.9253
1517,4478.2637
1518,6636.6274
1519,5227.0254
1520,3441.9634
1521,8248.453
1522,8128.638
1523,4199.083
1524,7130.451
1525,6561.8164
1526,3888.7717
1527,8952.413
1528,5728.2734
1529,8422.488
1530,4253.3896
1531,4724.445
1532,6285.357
1533,0.0
1534,7253.2007
1535,4187.802
1536,6148.1064
1537,4656.859
1538,5198.4033
1539,5136.2944
1540,6185.455
1541,6633.4297
1542,7666.6763
1543,5429.501
1544,7550.283
1545,6126.3853
1546,8062.408
1547,8943.227
1548,6368.1978
1549,3162.726
1550,5685.1387
1551,7294.198
1552,4298.1704
1553,10790.446
1554,5591.063
1555,8486.636
1556,10624.804
1557,5772.627
1558,4405.449
1559,10558.596
1560,9247.334
1561,5131.981
1562,8601.949
1563,9679.421
1564,5386.855
1565,5047.26
1566,6563.3164
1567,5751.355
1568,5437.2734
1569,6921.818
1570,4545.1636
1571,6320.9023
1572,7209.4653
1573,6131.0063
1574,7444.9067
1575,5367.625
1576,6334.498
1577,3829.236
1578,7373.4106
1579,6754.756
1580,5649.02
1581,6593.9536
1582,6354.4307
1583,9127.656
1584,5641.1953
1585,4787.7925
1586,5596.1562
1587,6274.2144
1588,7405.5234
1589,3811.8909
1590,4093.2097
1591,7763.7285
1592,5969.0537
1593,5547.827
1594,7423.1807
1595,6198.1216
1596,6443.726
1597,4382.2993
1598,4223.9565
1599,6517.226
1600,6099.7095
1601,6417.706
1602,9243.18
1603,7826.132
1604,4595.4727
1605,8708.826
1606,3546.8296
1607,3576.5132
1608,6132.976
1609,11322.387
1610,7522.633
1611,6916.062
1612,4593.6587
1613,6673.238
1614,9595.049
1615,5732.2573
1616,7710.814
1617,6010.2905
1618,4164.5034
1619,4985.5947
1620,5149.896
1621,5706.5645
1622,4357.9297
1623,4705.734
1624,4002.9302
1625,6749.2407
1626,7258.498
1627,4636.1294
1628,6102.7437
1629,6160.3857
1630,4883.242
1631,4601.624
1632,8197.79
1633,7937.3975
1634,5311.9136
1635,4283.8237
1636,12163.502
1637,5697.263
1638,5490.461
1639,8666.8
1640,7938.5156
1641,7266.213
1642,5356.6587
1643,7115.7085
1644,9674.119
1645,12406.415
1646,4869.3564
1647,4454.0376
1648,4499.8203
1649,6407.318
1650,5748.798
1651,7529.0146
1652,8630.659
1653,5152.043
1654,4115.01
1655,6340.6636
1656,7706.7803
1657,4721.916
1658,6558.0195
1659,3784.1501
1660,6985.5034
1661,7445.769
1662,7238.0986
1663,8853.243
1664,5884.583
1665,3395.9573
1666,5674.8403
1667,7029.779
1668,7683.0117
1669,7105.581
1670,6709.1616
1671,6272.1094
1672,3913.733
1673,9293.046
1674,4252.5176
1675,10935.231
1676,5081.4155
1677,3858.8425
1678,6468.1904
1679,5728.4346
1680,7031.768
1681,6905.7705
1682,3676.7432
1683,4210.3657
1684,6559.7485
1685,8784.355
1686,9403.137
1687,4293.48
1688,5793.655
1689,7673.0454
1690,5746.823
1691,4914.554
1692,9457.385
1693,7734.5244
1694,10817.81
1695,3883.793
1696,4881.9067
1697,0.0
1698,7479.57
1699,5388.2285
1700,9614.715
1701,6506.8174
1702,4408.605
1703,4722.6035
1704,4178.7397
1705,4858.9995
1706,5969.1865
1707,4541.648
1708,4983.963
1709,10107.899
1710,6491.3047
1711,19257.816
1712,5631.465
1713,4335.3125
1714,7256.6562
1715,9242.304
1716,5593.6567
1717,6690.8447
1718,5409.582
1719,8238.85
1720,7594.6167
1721,5027.7373
1722,5942.109
1723,6306.12
1724,8427.831
1725,6864.859
1726,8418.244
1727,5301.502
1728,4815.7754
1729,5317.508
1730,9884.626
1731,11990.522
1732,9766.221
1733,7197.618
1734,5160.7134
1735,5463.579
1736,3967.7964
1737,7739.146
1738,10085.0
1739,8852.097
1740,5541.358
1741,5009.6465
1742,4630.6914
1743,4936.2754
1744,10485.993
1745,7398.831
1746,4771.6074
1747,5108.2427
1748,7509.3687
1749,3717.13
1750,7098.83
1751,3789.6123
1752,6048.1465
1753,7110.82
1754,5553.365
1755,6533.4146
1756,6643.1553
1757,4143.029
1758,7016.202
1759,6380.048
1760,10209.95
1761,5729.9727
1762,8243.385
1763,6952.704
1764,9502.159
1765,6483.3813
1766,9511.773
1767,5068.5117
1768,4745.801
1769,6270.015
1770,5482.1963
1771,8918.429
1772,7398.322
1773,5812.566
1774,7262.589
1775,6403.7646
